-77.6201904,43.0801749
-77.6201904,43.0801749
-77.6201901,43.0801735
-77.6201901,43.0801735
-77.6201929,43.0801674
-77.6201929,43.0801674
-77.6201958,43.0801594
-77.6201958,43.0801594
-77.6201973,43.0801544
-77.6201973,43.0801544
-77.6201978,43.0801523
-77.6201978,43.0801523
-77.6201985,43.0801509
-77.6201985,43.0801509
-77.620196,43.0801464
-77.620196,43.0801464
-77.6201922,43.0801423
-77.6201922,43.0801423
-77.6201901,43.0801408
-77.6201901,43.0801408
-77.6201879,43.0801401
-77.6201879,43.0801401
-77.6201822,43.0801407
-77.6201822,43.0801407
-77.6201789,43.0801413
-77.6201789,43.0801413
-77.6201777,43.0801414
-77.6201777,43.0801414
-77.6201742,43.0801405
-77.6201742,43.0801405
-77.6201697,43.080137
-77.6201697,43.080137
-77.6201756,43.0801438
-77.6201756,43.0801438
-77.6201744,43.0801425
-77.6201744,43.0801425
-77.6201717,43.08014
-77.6201717,43.08014
-77.6201672,43.0801357
-77.6201672,43.0801357
-77.6201626,43.0801305
-77.6201626,43.0801305
-77.6201518,43.0801124
-77.6201518,43.0801124
-77.6201448,43.0800995
-77.6201448,43.0800995
-77.6201414,43.0800929
-77.6201414,43.0800929
-77.6201266,43.080085
-77.6201266,43.080085
-77.6201225,43.0800799
-77.6201225,43.0800799
-77.6201203,43.0800691
-77.6201203,43.0800691
-77.6201164,43.0800587
-77.6201164,43.0800587
-77.6201083,43.0800501
-77.6201083,43.0800501
-77.6201025,43.0800457
-77.6201025,43.0800457
-77.6200908,43.0800402
-77.6200908,43.0800402
-77.6200847,43.080039
-77.6200847,43.080039
-77.6200734,43.0800363
-77.6200734,43.0800363
-77.6200596,43.0800346
-77.6200596,43.0800346
-77.6200488,43.0800338
-77.6200488,43.0800338
-77.6200358,43.0800357
-77.6200358,43.0800357
-77.6200078,43.0800392
-77.6200078,43.0800392
-77.6199964,43.0800475
-77.6199964,43.0800475
-77.6199909,43.0800553
-77.6199909,43.0800553
-77.6199867,43.0800655
-77.6199867,43.0800655
-77.6199826,43.0800772
-77.6199826,43.0800772
-77.6199801,43.0800851
-77.6199801,43.0800851
-77.619977,43.0800911
-77.619977,43.0800911
-77.619974,43.0800997
-77.619974,43.0800997
-77.6199718,43.080104
-77.6199718,43.080104
-77.619968,43.0801133
-77.619968,43.0801133
-77.6199632,43.0801263
-77.6199632,43.0801263
-77.6199587,43.0801329
-77.6199587,43.0801329
-77.6199557,43.0801444
-77.6199557,43.0801444
-77.6199475,43.0801558
-77.6199475,43.0801558
-77.6199394,43.0801633
-77.6199394,43.0801633
-77.6199327,43.0801695
-77.6199327,43.0801695
-77.6199247,43.0801758
-77.6199247,43.0801758
-77.6199201,43.0801826
-77.6199201,43.0801826
-77.6199151,43.0801893
-77.6199151,43.0801893
-77.6199115,43.0801942
-77.6199115,43.0801942
-77.619907,43.0802016
-77.619907,43.0802016
-77.6199048,43.0802058
-77.6199048,43.0802058
-77.6199018,43.0802133
-77.6199018,43.0802133
-77.6198974,43.0802221
-77.6198974,43.0802221
-77.6198935,43.0802356
-77.6198935,43.0802356
-77.6198887,43.0802443
-77.6198887,43.0802443
-77.6198826,43.0802555
-77.6198826,43.0802555
-77.6198744,43.0802625
-77.6198744,43.0802625
-77.6198683,43.0802673
-77.6198683,43.0802673
-77.6198563,43.0802777
-77.6198563,43.0802777
-77.6198473,43.0802839
-77.6198473,43.0802839
-77.6198381,43.0802883
-77.6198381,43.0802883
-77.6198308,43.0802914
-77.6198308,43.0802914
-77.6198214,43.0802945
-77.6198214,43.0802945
-77.619807,43.0803059
-77.619807,43.0803059
-77.6197931,43.0803079
-77.6197931,43.0803079
-77.619785,43.08031
-77.619785,43.08031
-77.6197751,43.0803125
-77.6197751,43.0803125
-77.6197606,43.0803172
-77.6197606,43.0803172
-77.6197492,43.0803184
-77.6197492,43.0803184
-77.6197455,43.0803188
-77.6197455,43.0803188
-77.6197368,43.0803197
-77.6197368,43.0803197
-77.61973,43.0803202
-77.61973,43.0803202
-77.619724,43.0803199
-77.619724,43.0803199
-77.619714,43.0803202
-77.619714,43.0803202
-77.619701,43.0803212
-77.619701,43.0803212
-77.619694,43.0803224
-77.619694,43.0803224
-77.6196837,43.0803246
-77.6196837,43.0803246
-77.6196814,43.0803261
-77.6196814,43.0803261
-77.6196758,43.080328
-77.6196758,43.080328
-77.6196634,43.0803404
-77.6196634,43.0803404
-77.619658,43.0803428
-77.619658,43.0803428
-77.6196517,43.0803451
-77.6196517,43.0803451
-77.6196424,43.0803484
-77.6196424,43.0803484
-77.6196314,43.0803514
-77.6196314,43.0803514
-77.6196151,43.0803562
-77.6196151,43.0803562
-77.6196062,43.0803755
-77.6196062,43.0803755
-77.6195995,43.0803791
-77.6195995,43.0803791
-77.6195887,43.0803823
-77.6195887,43.0803823
-77.6195825,43.0803846
-77.6195825,43.0803846
-77.6195746,43.0803882
-77.6195746,43.0803882
-77.6195601,43.080391
-77.6195601,43.080391
-77.6195547,43.0804002
-77.6195547,43.0804002
-77.6195471,43.0804014
-77.6195471,43.0804014
-77.6195376,43.0804027
-77.6195376,43.0804027
-77.6195261,43.0804037
-77.6195261,43.0804037
-77.6195089,43.0804049
-77.6195089,43.0804049
-77.6194947,43.080405
-77.6194947,43.080405
-77.6194867,43.0804096
-77.6194867,43.0804096
-77.6194809,43.0804096
-77.6194809,43.0804096
-77.6194698,43.0804097
-77.6194698,43.0804097
-77.6194582,43.0804085
-77.6194582,43.0804085
-77.6194418,43.0804085
-77.6194418,43.0804085
-77.6194276,43.0804077
-77.6194276,43.0804077
-77.6194122,43.0804039
-77.6194122,43.0804039
