-77.6803332,43.0838378
-77.6803332,43.0838378
-77.6809913,43.0838029
-77.6809913,43.0838029
-77.681017,43.0838025
-77.681017,43.0838025
-77.681042,43.0838023
-77.681042,43.0838023
-77.6810655,43.0838023
-77.6810655,43.0838023
-77.6810896,43.0838021
-77.6810896,43.0838021
-77.6811165,43.0838003
-77.6811165,43.0838003
-77.6811252,43.0838014
-77.6811252,43.0838014
-77.6811302,43.0838029
-77.6811302,43.0838029
-77.6811369,43.0838053
-77.6811369,43.0838053
-77.6811359,43.0838042
-77.6811359,43.0838042
-77.6811284,43.0838052
-77.6811284,43.0838052
-77.6811264,43.0838049
-77.6811264,43.0838049
-77.6811239,43.0838051
-77.6811239,43.0838051
-77.6811209,43.0838052
-77.6811209,43.0838052
-77.6811175,43.0838062
-77.6811175,43.0838062
-77.6811141,43.0838065
-77.6811141,43.0838065
-77.6811109,43.0838076
-77.6811109,43.0838076
-77.6811108,43.0838074
-77.6811108,43.0838074
-77.6811066,43.0838085
-77.6811066,43.0838085
-77.6811054,43.0838087
-77.6811054,43.0838087
-77.6811048,43.0838089
-77.6811048,43.0838089
-77.6811054,43.0838089
-77.6811054,43.0838089
-77.6811052,43.0838093
-77.6811052,43.0838093
-77.6810917,43.0838157
-77.6810917,43.0838157
-77.6810858,43.0838189
-77.6810858,43.0838189
-77.681086,43.0838191
-77.681086,43.0838191
-77.6810868,43.0838191
-77.6810868,43.0838191
-77.6810875,43.083819
-77.6810875,43.083819
-77.6810879,43.0838191
-77.6810879,43.0838191
-77.6810883,43.0838189
-77.6810883,43.0838189
-77.6810886,43.0838189
-77.6810886,43.0838189
-77.6810887,43.0838189
-77.6810887,43.0838189
-77.6810888,43.0838188
-77.6810888,43.0838188
-77.681089,43.0838188
-77.681089,43.0838188
-77.6810891,43.0838188
-77.6810891,43.0838188
-77.6810892,43.0838187
-77.6810892,43.0838187
-77.6810892,43.0838187
-77.6810892,43.0838187
-77.6810893,43.0838187
-77.6810893,43.0838187
-77.6810893,43.0838187
-77.6810893,43.0838187
-77.6810895,43.0838186
-77.6810895,43.0838186
-77.6810896,43.0838186
-77.6810896,43.0838186
-77.6810896,43.0838186
-77.6810896,43.0838186
-77.6810897,43.0838186
