-77.6200075,43.0800289
-77.6200075,43.0800289
-77.6200349,43.0800282
-77.6200349,43.0800282
-77.6200524,43.080029
-77.6200524,43.080029
-77.6200554,43.0800136
-77.6200554,43.0800136
-77.6200557,43.080002
-77.6200557,43.080002
-77.6200597,43.0799908
-77.6200597,43.0799908
-77.620064,43.0799783
-77.620064,43.0799783
-77.620066,43.079974
-77.620066,43.079974
-77.6200695,43.079972
-77.6200695,43.079972
-77.6200729,43.0799696
-77.6200729,43.0799696
-77.6200784,43.0799675
-77.6200784,43.0799675
-77.6200837,43.079966
-77.6200837,43.079966
-77.6200911,43.0799657
-77.6200911,43.0799657
-77.6201016,43.0799641
-77.6201016,43.0799641
-77.6201119,43.0799627
-77.6201119,43.0799627
-77.6201254,43.0799612
-77.6201254,43.0799612
-77.6201352,43.0799606
-77.6201352,43.0799606
-77.6201491,43.0799592
-77.6201491,43.0799592
-77.6201579,43.0799583
-77.6201579,43.0799583
-77.6201662,43.0799531
-77.6201662,43.0799531
-77.6201721,43.0799502
-77.6201721,43.0799502
-77.6201805,43.079946
-77.6201805,43.079946
-77.6201885,43.0799427
-77.6201885,43.0799427
-77.6201974,43.0799403
-77.6201974,43.0799403
-77.6202063,43.0799376
-77.6202063,43.0799376
-77.620214,43.0799352
-77.620214,43.0799352
-77.6202228,43.0799312
-77.6202228,43.0799312
-77.6202313,43.0799282
-77.6202313,43.0799282
-77.6202387,43.0799235
-77.6202387,43.0799235
-77.6202462,43.0799173
-77.6202462,43.0799173
-77.6202527,43.0799138
-77.6202527,43.0799138
-77.6202613,43.0799097
-77.6202613,43.0799097
-77.6202695,43.0799069
-77.6202695,43.0799069
-77.620277,43.0799008
-77.620277,43.0799008
-77.6202842,43.0798971
-77.6202842,43.0798971
-77.620293,43.0798943
-77.620293,43.0798943
-77.6203015,43.0798933
-77.6203015,43.0798933
-77.6203115,43.0798911
-77.6203115,43.0798911
-77.6203204,43.0798899
-77.6203204,43.0798899
-77.6203299,43.0798882
-77.6203299,43.0798882
-77.6203387,43.0798878
-77.6203387,43.0798878
-77.6203499,43.0798864
-77.6203499,43.0798864
-77.6203522,43.0798793
