Longitude,Latitude,Perturbed Longitude,Perturbed Latitude
-77.6201904,43.0801749,-77.62031770768868,43.08008692116151
-77.6201901,43.0801735,-77.62023268384603,43.080129018676296
-77.6201901,43.0801735,-77.61809397459825,43.07974704524976
-77.6201929,43.0801674,-77.61999859303529,43.080109872397145
-77.6201929,43.0801674,-77.62199450593806,43.0801424821037
-77.6201958,43.0801594,-77.62019935717079,43.08000732818856
-77.6201958,43.0801594,-77.62134770744585,43.0795523117327
-77.6201973,43.0801544,-77.62037817533876,43.080245178080055
-77.6201973,43.0801544,-77.6230266533759,43.08173209860264
-77.6201978,43.0801523,-77.62028261872332,43.08025998599659
-77.6201978,43.0801523,-77.62167423021825,43.079957958096266
-77.6201985,43.0801509,-77.61907655285383,43.079832762033796
-77.6201985,43.0801509,-77.62150042720505,43.08304843626845
-77.620196,43.0801464,-77.61891342645156,43.080976280601945
-77.620196,43.0801464,-77.62103378973471,43.07895967393878
-77.6201922,43.0801423,-77.61925675504979,43.081539448515215
-77.6201922,43.0801423,-77.62208786891038,43.075479539207194
-77.6201901,43.0801408,-77.61990904160916,43.08095799287179
-77.6201901,43.0801408,-77.61940591081377,43.08090741121289
-77.6201879,43.0801401,-77.62075202852607,43.08030287481139
-77.6201879,43.0801401,-77.61364261491754,43.0884371422791
-77.6201822,43.0801407,-77.6202853408,43.08006630388076
-77.6201822,43.0801407,-77.60683717508451,43.073940144117735
-77.6201789,43.0801413,-77.619992873961,43.08042897505921
-77.6201789,43.0801413,-77.62114480220208,43.076258947660335
-77.6201777,43.0801414,-77.61808311402383,43.0803070617649
-77.6201777,43.0801414,-77.62057119128303,43.07735539291445
-77.6201742,43.0801405,-77.61762248000073,43.08142937492822
-77.6201742,43.0801405,-77.61628807959981,43.0820042471343
-77.6201697,43.080137,-77.61914520837503,43.08034434754035
-77.6201697,43.080137,-77.61938070036602,43.079628322978415
-77.6201756,43.0801438,-77.6190510216182,43.080133899747985
-77.6201756,43.0801438,-77.61590014693165,43.081111750635365
-77.6201744,43.0801425,-77.62015296754417,43.08000300376014
-77.6201744,43.0801425,-77.62071219458473,43.08003246991598
-77.6201717,43.08014,-77.61922824608617,43.07947924533114
-77.6201717,43.08014,-77.62413218064269,43.08324105996149
-77.6201672,43.0801357,-77.6204181032948,43.07995538939997
-77.6201672,43.0801357,-77.62391391602024,43.07979006339005
-77.6201626,43.0801305,-77.62065033473674,43.08209824547096
-77.6201626,43.0801305,-77.61696855141591,43.07842593707534
-77.6201518,43.0801124,-77.61872192129914,43.081100533540265
-77.6201518,43.0801124,-77.61780967377956,43.077075360084095
-77.6201448,43.0800995,-77.62313565559833,43.08029862021536
-77.6201448,43.0800995,-77.62159927361554,43.082074588263225
-77.6201414,43.0800929,-77.63249174420366,43.07932873049402
-77.6201414,43.0800929,-77.62137023840047,43.078120174855385
-77.6201266,43.080085,-77.62004069002603,43.079941760123546
-77.6201266,43.080085,-77.61974082023883,43.08035598893091
-77.6201225,43.0800799,-77.62041908528496,43.079309012042195
-77.6201225,43.0800799,-77.61492131714886,43.08164760603005
-77.6201203,43.0800691,-77.6217664376484,43.080139707473926
-77.6201203,43.0800691,-77.61944212527737,43.0808099649034
-77.6201164,43.0800587,-77.61905460230874,43.08072952883291
-77.6201164,43.0800587,-77.61760624258523,43.08156560692685
-77.6201083,43.0800501,-77.62008970770442,43.08005899939554
-77.6201083,43.0800501,-77.61949170000855,43.0800713818132
-77.6201025,43.0800457,-77.61915221649919,43.08098798760927
-77.6201025,43.0800457,-77.62008814962002,43.080055192912745
-77.6200908,43.0800402,-77.62526440843871,43.07978968802692
-77.6200908,43.0800402,-77.6162550802111,43.08058650599639
-77.6200847,43.080039,-77.62111604756669,43.07935990441877
-77.6200847,43.080039,-77.61842292866677,43.081650641584375
-77.6200734,43.0800363,-77.6206929974018,43.078312695399866
-77.6200734,43.0800363,-77.62310927586105,43.078850511677295
-77.6200596,43.0800346,-77.61691960283854,43.0785070151032
-77.6200596,43.0800346,-77.61914098517963,43.08023570483331
-77.6200488,43.0800338,-77.61890453668975,43.07602573279281
-77.6200488,43.0800338,-77.62301868720827,43.08006623739456
-77.6200358,43.0800357,-77.61693624198188,43.07885514242103
-77.6200358,43.0800357,-77.62002819374042,43.080007561680524
-77.6200078,43.0800392,-77.61861361993324,43.08122885195155
-77.6200078,43.0800392,-77.62136079460865,43.07990343902011
-77.6199964,43.0800475,-77.61997112426673,43.08003726436838
-77.6199964,43.0800475,-77.6200953632006,43.079736315131505
-77.6199909,43.0800553,-77.6180335933679,43.07907537244279
-77.6199909,43.0800553,-77.61583765919009,43.07554715508126
-77.6199867,43.0800655,-77.61923124721419,43.079823557769
-77.6199867,43.0800655,-77.62026338491025,43.08004625104058
-77.6199826,43.0800772,-77.62124542507733,43.08198197759268
-77.6199826,43.0800772,-77.6193142401169,43.080174458835806
-77.6199801,43.0800851,-77.61850793811963,43.08040170584345
-77.6199801,43.0800851,-77.6175514928227,43.08134890309153
-77.619977,43.0800911,-77.62033126718576,43.079923966390275
-77.619977,43.0800911,-77.62168063168284,43.081972809431214
-77.619974,43.0800997,-77.62317976767184,43.0766731391195
-77.619974,43.0800997,-77.62016927982096,43.07988300273065
-77.6199718,43.080104,-77.62025783375918,43.08023136384386
-77.6199718,43.080104,-77.61861632442518,43.08713756538867
-77.619968,43.0801133,-77.6214753368633,43.07652415876886
-77.619968,43.0801133,-77.62082631225627,43.080233410029486
-77.6199632,43.0801263,-77.61935972207442,43.08034007921717
-77.6199632,43.0801263,-77.61994865169927,43.07962388665134
-77.6199587,43.0801329,-77.62024420870247,43.08037957933494
-77.6199587,43.0801329,-77.62000484423417,43.08068346246253
-77.6199557,43.0801444,-77.62053729347814,43.08046836054393
-77.6199557,43.0801444,-77.62077246445548,43.07927337293836
-77.6199475,43.0801558,-77.61946078099032,43.0796218546764
-77.6199475,43.0801558,-77.62025273877666,43.07994386159338
-77.6199394,43.0801633,-77.61983603356992,43.080229105578475
-77.6199394,43.0801633,-77.62181981223738,43.076338281753145
-77.6199327,43.0801695,-77.6206524174698,43.079217045242686
-77.6199327,43.0801695,-77.62072900767217,43.080341839480646
-77.6199247,43.0801758,-77.6172983284403,43.08253769029436
-77.6199247,43.0801758,-77.61853520689407,43.07988989423885
-77.6199201,43.0801826,-77.62144721665963,43.0792440208881
