Longitude,Latitude,Perturbed Longitude,Perturbed Latitude
-77.6803332,43.0838378,-77.68021043057296,43.08368232859951
-77.6809913,43.0838029,-77.68099149911538,43.08380620848826
-77.6809913,43.0838029,-77.68160872302605,43.0853173966164
-77.681017,43.0838025,-77.68494202368205,43.08591596588791
-77.681017,43.0838025,-77.68121636092161,43.083714002320654
-77.681042,43.0838023,-77.68044402575315,43.083568167334185
-77.681042,43.0838023,-77.68140771579307,43.08221218399188
-77.6810655,43.0838023,-77.68636361860948,43.0837121290777
-77.6810655,43.0838023,-77.68017786232525,43.08523079032279
-77.6810896,43.0838021,-77.68085222368418,43.08342091454617
-77.6810896,43.0838021,-77.68191670148244,43.08410808292977
-77.6811165,43.0838003,-77.67865846734574,43.0856535409625
-77.6811165,43.0838003,-77.6804080102654,43.085718863591
-77.6811252,43.0838014,-77.68118654576527,43.08453453494089
-77.6811252,43.0838014,-77.68289138731468,43.08346494433254
-77.6811302,43.0838029,-77.68076950362003,43.08484142956722
-77.6811302,43.0838029,-77.68180137414639,43.08349322284982
-77.6811369,43.0838053,-77.68922169986568,43.08687555136156
-77.6811369,43.0838053,-77.678327228113,43.08257874856945
-77.6811359,43.0838042,-77.68105910190893,43.08380925093825
-77.6811359,43.0838042,-77.67727320764185,43.080882127866694
-77.6811284,43.0838052,-77.68372938782545,43.08393396706506
-77.6811284,43.0838052,-77.68065731159076,43.08350897363765
-77.6811264,43.0838049,-77.68126652105234,43.083720509496644
-77.6811264,43.0838049,-77.6804781584829,43.08494946856814
-77.6811239,43.0838051,-77.68749594871854,43.08415815364773
-77.6811239,43.0838051,-77.68097103949583,43.08355603230793
-77.6811209,43.0838052,-77.68438112271171,43.081975469871075
-77.6811209,43.0838052,-77.67827123412289,43.08440706295724
-77.6811175,43.0838062,-77.67932295248694,43.08311728374386
-77.6811175,43.0838062,-77.6812585004273,43.08468665323237
-77.6811141,43.0838065,-77.6809819198224,43.08513966764599
-77.6811141,43.0838065,-77.68274195805162,43.0825285509719
-77.6811109,43.0838076,-77.68071269966927,43.08458025205243
-77.6811109,43.0838076,-77.6787706357567,43.08570999144233
-77.6811108,43.0838074,-77.68005150119127,43.083639019352084
-77.6811108,43.0838074,-77.67703145200167,43.08629934682474
-77.6811066,43.0838085,-77.68115583750529,43.084176459474634
-77.6811066,43.0838085,-77.68113769428193,43.08387838576097
-77.6811054,43.0838087,-77.6815221963875,43.0830542701164
-77.6811054,43.0838087,-77.69056875441568,43.08621070727229
-77.6811048,43.0838089,-77.68202898288128,43.08483962772062
-77.6811048,43.0838089,-77.67910204609154,43.08218063204072
-77.6811054,43.0838089,-77.67610071524909,43.08290203614552
-77.6811054,43.0838089,-77.68486957949288,43.083063632013136
-77.6811052,43.0838093,-77.67733464549525,43.081177708652994
-77.6811052,43.0838093,-77.6791712548454,43.08387871799111
-77.6810917,43.0838157,-77.68032983382486,43.08453892691752
-77.6810917,43.0838157,-77.67519305386413,43.083297260757675
-77.6810858,43.0838189,-77.68189172755748,43.083360451048335
-77.6810858,43.0838189,-77.68183211648575,43.081246860085585
-77.681086,43.0838191,-77.68092526292678,43.083741193236385
-77.681086,43.0838191,-77.67862956426593,43.083199167709815
-77.6810868,43.0838191,-77.6802084654077,43.08374206401059
-77.6810868,43.0838191,-77.67926319306,43.085301087707236
-77.6810875,43.083819,-77.68026942757801,43.08248579036286
-77.6810875,43.083819,-77.67984136162596,43.08249420354106
-77.6810879,43.0838191,-77.67403392441372,43.08433137322857
-77.6810879,43.0838191,-77.68170113972512,43.085628385591974
-77.6810883,43.0838189,-77.68308555320887,43.08012780527639
-77.6810883,43.0838189,-77.68224077517819,43.08354531927371
-77.6810886,43.0838189,-77.68129259014536,43.083981137168784
-77.6810886,43.0838189,-77.68448563176452,43.08236898286039
-77.6810887,43.0838189,-77.68021109490846,43.08215519951714
-77.6810887,43.0838189,-77.68195660532795,43.08468246918561
-77.6810888,43.0838188,-77.6820101096032,43.08506971246449
-77.6810888,43.0838188,-77.68082346909011,43.083843460952096
-77.681089,43.0838188,-77.68199912017869,43.08346839909262
-77.681089,43.0838188,-77.68261436338547,43.08186947381502
-77.6810891,43.0838188,-77.6814728366149,43.083335129066334
-77.6810891,43.0838188,-77.68112893207811,43.0841735491695
-77.6810892,43.0838187,-77.67868861841241,43.082966726060825
-77.6810892,43.0838187,-77.6810906403774,43.083843245527554
-77.6810892,43.0838187,-77.68231286843411,43.084516268040694
-77.6810892,43.0838187,-77.68181629030997,43.083276697959036
-77.6810893,43.0838187,-77.68047673273225,43.08522990271462
-77.6810893,43.0838187,-77.68139235136006,43.083273333257246
-77.6810893,43.0838187,-77.68224214671588,43.084387802420366
-77.6810893,43.0838187,-77.68806875393338,43.08257844363011
-77.6810895,43.0838186,-77.68087758273477,43.08541456325661
-77.6810895,43.0838186,-77.67974672547462,43.084703126056766
-77.6810896,43.0838186,-77.68119122361927,43.083724184935086
-77.6810896,43.0838186,-77.68699540877225,43.08633782372959
-77.6810896,43.0838186,-77.68109760988389,43.083832651121746
-77.6810896,43.0838186,-77.68108490251831,43.08382724702422
-77.6810897,43.0838186,-77.68085420379398,43.084179191841194
-77.6810897,43.0838186,-77.68387917585322,43.08456868596542
-77.6810897,43.0838186,-77.68051611117225,43.08448833833408
-77.6810897,43.0838186,-77.67246617390545,43.08676338621919
-77.6810898,43.0838185,-77.68053613420649,43.08386665390381
-77.6810898,43.0838185,-77.68073499766473,43.08388491593252
-77.6810898,43.0838184,-77.67773266632472,43.084571438705325
-77.6810898,43.0838184,-77.67435521169142,43.07829835008191
-77.6810898,43.0838184,-77.68099310661009,43.08251912661444
-77.6810898,43.0838184,-77.67636974701404,43.082466989731856
-77.6810897,43.0838184,-77.68083824383524,43.08395206978273
-77.6810897,43.0838184,-77.68391860558076,43.085175816627874
-77.6810897,43.0838184,-77.6798492418515,43.083834041184225
-77.6810897,43.0838184,-77.6808384166876,43.08387840569046
-77.6810896,43.0838184,-77.68105704053228,43.08386702648971
-77.6810896,43.0838184,-77.68093988845729,43.084639573035936
-77.6810895,43.0838185,-77.68058094696619,43.08440157832478
-77.6810895,43.0838185,-77.68211233910137,43.08479861135531
-77.6810894,43.0838185,-77.67752090709757,43.07966361033753
-77.6810894,43.0838185,-77.6810204369381,43.08384269463922
-77.6810895,43.0838185,-77.68126950099534,43.084316754117985
-77.6810895,43.0838185,-77.68252444871833,43.082966392136456
-77.6810895,43.0838185,-77.67886275790494,43.08324689421714
-77.6810895,43.0838185,-77.68080680846916,43.08399310391227
-77.6811001,43.0838186,-77.68330218152542,43.082542897806626
-77.6811001,43.0838186,-77.68041670039281,43.08331197403586
-77.6811252,43.0838177,-77.67988557505436,43.07989478028051
-77.6811252,43.0838177,-77.68139602646286,43.0831491671407
-77.6811731,43.0838142,-77.68012131894105,43.084320286102255
-77.6811731,43.0838142,-77.68371657779062,43.07943786089088
-77.6812265,43.0838076,-77.68039318687482,43.08138678959193
-77.6812265,43.0838076,-77.68123350572894,43.08379150543487
-77.6812596,43.083801,-77.68368893933823,43.08371148887885
-77.6812596,43.083801,-77.68124588333065,43.083670766376244
-77.6813054,43.083791,-77.68029312252163,43.08306827600977
-77.6813054,43.083791,-77.68620256371464,43.0921440487399
-77.6813695,43.0837849,-77.68260640543168,43.08694495484123
-77.6813695,43.0837849,-77.68057586338332,43.084763352131134
-77.6814323,43.0837974,-77.68149071163049,43.07577791483132
-77.6814323,43.0837974,-77.68340728437146,43.085148949266205
-77.6814972,43.0838112,-77.67342041915177,43.082307726047645
-77.6814972,43.0838112,-77.6808538026238,43.084974841570634
-77.6815181,43.0838143,-77.68147624796808,43.08377153796458
-77.6815181,43.0838143,-77.67905408131662,43.08504998305857
-77.6816274,43.0838345,-77.68096423464355,43.083952040056936
-77.6816274,43.0838345,-77.68183140344992,43.08382484611643
-77.681701,43.0838465,-77.68513809760854,43.087359517986414
-77.681701,43.0838465,-77.67873883764868,43.084476240490844
-77.6817717,43.0838565,-77.68151023551461,43.08433056504736
-77.6817717,43.0838565,-77.68331968693433,43.08529169842141
-77.6818413,43.0838635,-77.68023359402682,43.083557605775816
-77.6818413,43.0838635,-77.68108425225738,43.084079857580605
-77.6819106,43.0838684,-77.68269695727673,43.08423506218115
-77.6819106,43.0838684,-77.68179368642349,43.084613474277695
-77.681979,43.0838718,-77.68001984575216,43.0858480777684
-77.681979,43.0838718,-77.68526409068483,43.08369702078455
-77.682043,43.0838749,-77.68385416911964,43.08345805800415
-77.682043,43.0838749,-77.6783635166703,43.08448856698108
-77.6821,43.083878,-77.68629821270322,43.082116931241615
-77.6821,43.083878,-77.68286563753908,43.08101043511786
-77.6821532,43.0838803,-77.6848807899682,43.086335441660914
-77.6821532,43.0838803,-77.6818465723334,43.083832506870564
-77.6821994,43.0838826,-77.67889076444183,43.08199255435973
-77.6821994,43.0838826,-77.68306235062057,43.08279679013507
-77.682234,43.0838919,-77.68758973109354,43.08360626255901
-77.682234,43.0838919,-77.68186833245448,43.08446055954856
-77.6822758,43.0838877,-77.68928711324357,43.08188873140669
-77.6822758,43.0838877,-77.6813869893378,43.084219954279405
-77.682316,43.0838857,-77.6840180111082,43.083850037330414
-77.682316,43.0838857,-77.68923128776964,43.08554398305377
-77.6823274,43.0838835,-77.68034874272405,43.08305813314718
-77.6823274,43.0838835,-77.68529046093828,43.08503312666891
-77.6823973,43.0838806,-77.68247989666968,43.08342601282382
-77.6823973,43.0838806,-77.68214584748094,43.082916790847165
-77.6824817,43.0838764,-77.68097384630632,43.085983327456304
-77.6824817,43.0838764,-77.68476819108531,43.08666578174782
-77.6825771,43.0838705,-77.68423843887169,43.081527672605795
-77.6825771,43.0838705,-77.68335776649819,43.08217630294894
-77.6826835,43.0838636,-77.68342606304499,43.08323512223256
-77.6826835,43.0838636,-77.68057294298808,43.086160320152
-77.682796,43.0838539,-77.68191846557247,43.08384036375588
-77.682796,43.0838539,-77.68439583976217,43.08420958010265
-77.6829194,43.0838375,-77.6772575684349,43.083310865450294
-77.6829194,43.0838375,-77.68034745095436,43.084328483792405
-77.6830483,43.0838174,-77.68153933488493,43.08627575300403
-77.6830483,43.0838174,-77.68298856528455,43.08173778873825
-77.6831763,43.0837909,-77.68300943240264,43.083798628560444
-77.6831763,43.0837909,-77.68609963241934,43.082345665654195
-77.6833005,43.0837641,-77.68390543844924,43.08397209980649
-77.6833005,43.0837641,-77.68423597735206,43.08652072437507
-77.6834182,43.0837344,-77.68889628123569,43.082221728709236
-77.6834182,43.0837344,-77.68504421563773,43.0841157419737
-77.6835316,43.083702,-77.68663851955267,43.083970665797644
-77.6835316,43.083702,-77.68364025054322,43.08363225074261
-77.6836382,43.0836677,-77.68535702101344,43.08338692108084
-77.6836382,43.0836677,-77.6841732269152,43.08368165371545
-77.6837465,43.0836307,-77.68599387502601,43.082248923281064
-77.6837465,43.0836307,-77.68343759539536,43.08334372263849
-77.6838526,43.0835912,-77.68899223432275,43.086892252555536
-77.6838526,43.0835912,-77.68567192295394,43.081845665834216
-77.6839538,43.0835475,-77.68846282874223,43.08342525540699
-77.6839538,43.0835475,-77.68481669268125,43.08282762970384
-77.6840513,43.0835,-77.68211251059091,43.08570476848689
-77.6840513,43.0835,-77.68322074048189,43.082796475438144
-77.6841451,43.0834472,-77.68488836921432,43.08303684686999
-77.6841451,43.0834472,-77.68434719839213,43.08281065855021
-77.6842356,43.0833889,-77.68382923429044,43.082970131731166
-77.6842356,43.0833889,-77.68511000937941,43.08353246002885
-77.6843295,43.0833195,-77.68440020239936,43.08295507760421
-77.6843295,43.0833195,-77.67367755869456,43.08150319081286
-77.6844213,43.0832428,-77.6862125346416,43.08418722219976
-77.6844213,43.0832428,-77.68629349979712,43.086140402511475
-77.6845062,43.0831596,-77.68396439278887,43.08277720627224
-77.6845062,43.0831596,-77.68200962118263,43.08407466374611
-77.6845826,43.0830706,-77.68257423146962,43.088484966866424
-77.6845826,43.0830706,-77.68390179961567,43.08584336105972
-77.6846472,43.0829776,-77.68526359579614,43.082611551223756
-77.6846472,43.0829776,-77.68559952481812,43.08338485110286
-77.6846909,43.0828866,-77.68183812874169,43.08141414442349
-77.6846909,43.0828866,-77.68669722727024,43.08479828327176
-77.6847203,43.0827995,-77.68533806883629,43.0829085200924
-77.6847203,43.0827995,-77.68637085260526,43.08056125893581
-77.6847444,43.0827187,-77.68597674620027,43.085449548511704
-77.6847444,43.0827187,-77.68660413539014,43.08328080019269
-77.6847637,43.0826421,-77.67955032528978,43.08031820335081
-77.6847637,43.0826421,-77.68430303836594,43.08206404126996
-77.6847767,43.082571,-77.68598322765143,43.08312592372598
-77.6847767,43.082571,-77.68529551925575,43.08189826487612
-77.6847853,43.0825098,-77.67993557009872,43.08297355689424
-77.6847853,43.0825098,-77.68460881557039,43.085495689328745
-77.6847876,43.0824626,-77.68599886476277,43.083193295406346
-77.6847876,43.0824626,-77.68454718164627,43.08307148993922
-77.6847895,43.0824301,-77.68574757931317,43.077559216950895
-77.6847895,43.0824301,-77.68640450358421,43.07872985962443
-77.6847878,43.0824084,-77.68030288698876,43.08106128696576
-77.6847878,43.0824084,-77.68567765364934,43.07902120884512
-77.6847869,43.0823869,-77.68863730828109,43.08248942361398
-77.6847869,43.0823869,-77.68515467135416,43.082865745828855
-77.6847961,43.0823653,-77.68377626635078,43.081243048872906
-77.6847961,43.0823653,-77.67763469548792,43.08688811906858
-77.6848171,43.0823441,-77.6847223494429,43.081873294705815
-77.6848171,43.0823441,-77.68491563573663,43.08267313151146
-77.6848576,43.0823261,-77.68901350435442,43.08320112130164
-77.6848576,43.0823261,-77.68413494770991,43.0845204685856
-77.6849063,43.0823198,-77.68427648144383,43.080360995551516
-77.6849063,43.0823198,-77.68414334989673,43.083104639890166
-77.6849399,43.0823234,-77.68480601797077,43.08223909412198
-77.6849399,43.0823234,-77.68798427273238,43.08151214460152
-77.6849557,43.0823284,-77.6828459515563,43.08382658201069
-77.6849557,43.0823284,-77.68814820908901,43.08450135289574
-77.6849588,43.082334,-77.6859763670961,43.08276726850956
-77.6849588,43.082334,-77.68270552962633,43.08352797097051
-77.6849587,43.0823381,-77.68489671195638,43.083913518737916
-77.6849587,43.0823381,-77.68495097150921,43.08302995564459
-77.6849577,43.0823409,-77.68255048296751,43.08027324901545
-77.6849577,43.0823409,-77.68781238739986,43.08185829010293
-77.6849554,43.0823437,-77.68335589821652,43.08441310402209
-77.6849554,43.0823437,-77.68713027173517,43.080757592712175
-77.6849542,43.0823442,-77.68916310003551,43.07921226202964
-77.6849542,43.0823442,-77.68495352877424,43.08234368567622
-77.684954,43.0823443,-77.68295002684198,43.08250993621516
-77.684954,43.0823443,-77.6889491473022,43.08104879035593
-77.6849536,43.0823441,-77.68225674968802,43.07972940665327
-77.6849536,43.0823441,-77.68687017329617,43.08208471850228
-77.6849954,43.0823586,-77.68498105004423,43.082446151342666
-77.6849954,43.0823586,-77.68715972855728,43.08152818935259
-77.6850424,43.0823813,-77.6848080429953,43.08084817008215
-77.6850424,43.0823813,-77.68741117304478,43.08397340266864
-77.6850576,43.0824236,-77.68580065037993,43.085273847316365
-77.6850576,43.0824236,-77.68782822523993,43.08110734567681
-77.6850552,43.0824883,-77.68274641193801,43.083204763093974
-77.6850552,43.0824883,-77.68487816470386,43.08366904877555
-77.6850494,43.0825729,-77.67848915368286,43.079395738020324
-77.6850494,43.0825729,-77.68691446414968,43.08270161720327
-77.6850507,43.082669,-77.68462284520365,43.0814723364398
-77.6850507,43.082669,-77.68347801426611,43.083235287014716
-77.6850611,43.0828185,-77.68414519219495,43.08181683501852
-77.6850611,43.0828185,-77.6855343106869,43.08301342311754
-77.6850656,43.0829095,-77.68608564273501,43.08267398860226
-77.6850656,43.0829095,-77.68787864620403,43.08209437189058
-77.6850731,43.0830065,-77.68448422676434,43.08044517782477
-77.6850731,43.0830065,-77.68524729750102,43.08220042808933
-77.6850766,43.0830994,-77.68545678576355,43.08083737206064
-77.6850766,43.0830994,-77.68540768644944,43.08283227300598
-77.6850789,43.0831904,-77.68572296483951,43.08341419295712
-77.6850789,43.0831904,-77.68583710175125,43.083929940161084
-77.6850804,43.0832687,-77.68193988972894,43.08782267212319
-77.6850804,43.0832687,-77.68343180864571,43.08235190453857
-77.6850784,43.0833336,-77.68584860769835,43.0838277713689
-77.6850784,43.0833336,-77.6834218778964,43.082886763620735
-77.6850779,43.0833936,-77.68649327982786,43.08227664931327
-77.6850779,43.0833936,-77.68488098057912,43.083784708508944
-77.6850783,43.083456,-77.68565769612472,43.081400248926435
-77.6850783,43.083456,-77.68424146767458,43.083270140783576
-77.6850779,43.0835258,-77.6892961884457,43.083323357689444
-77.6850779,43.0835258,-77.67841556308774,43.08456340171068
-77.6850749,43.0836073,-77.68504509957677,43.083622037173555
-77.6850749,43.0836073,-77.68496870684102,43.083540164472154
-77.6850699,43.0837009,-77.68284231562983,43.08594832552623
-77.6850699,43.0837009,-77.68444583067317,43.08392016875933
-77.6850661,43.0838081,-77.68294728222689,43.081662218323714
-77.6850661,43.0838081,-77.69166074658912,43.08635150869323
-77.6850645,43.0839262,-77.68504089210599,43.08392366992451
-77.6850645,43.0839262,-77.68509871074154,43.08416523455477
-77.6850612,43.0840526,-77.68572893328208,43.083202769160835
-77.6850612,43.0840526,-77.69242716730257,43.07886916298981
-77.6850568,43.0841841,-77.68264374266424,43.08605796033075
-77.6850568,43.0841841,-77.68958882096449,43.07964321560028
-77.6850515,43.0843145,-77.68246495296492,43.082494984418325
-77.6850515,43.0843145,-77.68519315369106,43.08387238024285
-77.6850461,43.0844447,-77.68282705900964,43.08503591318766
-77.6850461,43.0844447,-77.68165087956034,43.0855867493613
-77.6850331,43.0845731,-77.68485993954918,43.084663437158746
-77.6850331,43.0845731,-77.68488001737938,43.08492070136026
-77.6850081,43.0846944,-77.68737926660681,43.085430509249775
-77.6850081,43.0846944,-77.68382200024003,43.085497766670336
-77.6849737,43.0848077,-77.68505806912006,43.08508344553473
-77.6849737,43.0848077,-77.6986190691498,43.08819804620138
-77.6849325,43.0849152,-77.68505559789075,43.08509919770474
-77.6849325,43.0849152,-77.68483944657032,43.08701366805511
-77.6848876,43.0850137,-77.68499031521291,43.08549862141634
-77.6848876,43.0850137,-77.69070929105008,43.08911080134076
-77.6848442,43.0851004,-77.68369364364791,43.08361364507721
-77.6848442,43.0851004,-77.68490222178386,43.083160239539644
-77.6848005,43.0851799,-77.68425445426242,43.08579428430186
-77.6848005,43.0851799,-77.68200262668024,43.08690585585565
-77.6847622,43.0852351,-77.68489766437898,43.0850441672776
-77.6847622,43.0852351,-77.68531994678912,43.08527456068145
-77.6847362,43.0852726,-77.68496631653773,43.08570130785698
-77.6847362,43.0852726,-77.68111173670485,43.08365495596388
-77.6847161,43.0852994,-77.68511176412852,43.08479456977197
-77.6847161,43.0852994,-77.68866258611455,43.084301306228404
-77.6846987,43.0853212,-77.68440195281444,43.08443921193778
-77.6846987,43.0853212,-77.6882463957144,43.0843485499067
-77.6846825,43.0853446,-77.68605930653891,43.08684510964365
-77.6846825,43.0853446,-77.68583867309677,43.085926351200825
-77.6846791,43.0853773,-77.68819111931083,43.08388050160612
-77.6846791,43.0853773,-77.68297866245031,43.0860545380949
-77.6846951,43.0854133,-77.68446161150634,43.08573038595063
-77.6846951,43.0854133,-77.68461736842379,43.085776890952815
-77.6847554,43.0854457,-77.68508845817021,43.08548988102434
-77.6847554,43.0854457,-77.68359482441272,43.08203249102618
-77.6848536,43.0854793,-77.68423010191506,43.087118452633824
-77.6848536,43.0854793,-77.68329200786968,43.08456706557936
-77.684958,43.0855121,-77.68463646887679,43.08545766288332
-77.684958,43.0855121,-77.68523649231356,43.08203550778728
-77.685069,43.0855441,-77.69933103747344,43.08959349799781
-77.685069,43.0855441,-77.68587651887829,43.08556703564422
-77.6851751,43.0855738,-77.68199486892875,43.08360209896679
-77.6851751,43.0855738,-77.68184290717922,43.08513741938147
-77.6852603,43.0855981,-77.68261580199984,43.08623862469248
-77.6852603,43.0855981,-77.68539128651108,43.08579186681222
-77.6853277,43.0856183,-77.68558012950747,43.08653647420927
-77.6853277,43.0856183,-77.68497311252969,43.085537702783014
-77.6853762,43.0856329,-77.68338555641904,43.08560296795611
-77.6853762,43.0856329,-77.68493026808986,43.08610380990685
-77.6854081,43.0856454,-77.68060256400294,43.08601613755827
-77.6854081,43.0856454,-77.69039921450309,43.08522932276447
-77.6854243,43.0856553,-77.68367421407164,43.08473905172585
-77.6854243,43.0856553,-77.68311343462402,43.08346239286889
-77.6854563,43.0856893,-77.68402459277826,43.0862619705361
-77.6854563,43.0856893,-77.68523747415635,43.08569503798989
-77.6854619,43.0857495,-77.68492787333233,43.08758420594022
-77.6854619,43.0857495,-77.6852970222481,43.08558679281441
-77.6854423,43.0858136,-77.68482826518985,43.0850455114065
-77.6854423,43.0858136,-77.68915247017702,43.08268993012995
-77.6853952,43.0858848,-77.68536026415309,43.085884468576566
-77.6853952,43.0858848,-77.68582206355799,43.084433667408824
-77.6853032,43.0860122,-77.68852142144019,43.089298612185374
-77.6853032,43.0860122,-77.69303886832786,43.08697065112532
-77.6852387,43.0860843,-77.68487202103256,43.08617993251885
-77.6852387,43.0860843,-77.68295470280111,43.084355940593035
-77.685161,43.0861688,-77.68511897119873,43.08549798003593
-77.685161,43.0861688,-77.6856929401208,43.08630477416109
-77.6850691,43.0862672,-77.68271716590826,43.08853495000111
-77.6850691,43.0862672,-77.68385082451772,43.08607461220726
-77.6849684,43.0863711,-77.68818482645631,43.08573421948567
-77.6849684,43.0863711,-77.69262924121281,43.080811530399004
-77.6848593,43.0864828,-77.68274684091062,43.088555989357495
-77.6848593,43.0864828,-77.68727633321392,43.08618794194277
-77.6847418,43.0865946,-77.68489292944966,43.08627370825782
-77.6847418,43.0865946,-77.6848254272607,43.08703854431815
-77.6846207,43.0867041,-77.68532473015118,43.08626919361115
-77.6846207,43.0867041,-77.68622352303403,43.08709188828522
-77.6844935,43.0868181,-77.68479854916555,43.08661823620453
-77.6844935,43.0868181,-77.68406482135941,43.08586773577004
-77.6843622,43.08693,-77.68326063411399,43.09124195732824
-77.6843622,43.08693,-77.6836365055074,43.08526110746885
-77.684237,43.0870495,-77.67894456311379,43.08437746150138
-77.684237,43.0870495,-77.68406002407492,43.08710023726878
-77.6841132,43.0871653,-77.683065286066,43.08474980256655
-77.6841132,43.0871653,-77.68033086180066,43.088878529872794
-77.6839929,43.0872803,-77.68295415454286,43.08880080458496
-77.6839929,43.0872803,-77.68467225744155,43.091231170300354
-77.6838732,43.0873909,-77.683892210528,43.088655993282686
-77.6838732,43.0873909,-77.68158637198138,43.08752193948814
-77.6837578,43.0875005,-77.68317603049206,43.08816904671586
-77.6837578,43.0875005,-77.68398390764749,43.087417519670154
-77.6836426,43.0876071,-77.68778317301923,43.08952555044712
-77.6836426,43.0876071,-77.68409855475298,43.08451314413144
-77.6835277,43.0877133,-77.68305978614464,43.08828474097231
-77.6835277,43.0877133,-77.68853544402693,43.08946327516563
-77.6834072,43.0878209,-77.68305169163465,43.09064970290306
-77.6834072,43.0878209,-77.68446399570853,43.08233280380777
-77.683284,43.0879305,-77.68261163774326,43.08875563774973
-77.683284,43.0879305,-77.68463881271293,43.08857509568991
-77.6831571,43.0880433,-77.68266912136964,43.08818061090444
-77.6831571,43.0880433,-77.68061846548733,43.09044311910623
-77.683029,43.0881581,-77.67952423313729,43.086533028122275
-77.683029,43.0881581,-77.6831845742683,43.08915032993223
